nome_produto;preco_atual;preco_antigo;link_produto;cod_ean
DESODORANTE BARRA OLD SPICE PROTEÇÃO ÉPICA VIP 50G;R$24,94;R$27,71;https://www.ultrafarma.com.br/desodorante-barra-old-spice-protecao-epica-vip-50g;7501001309077
DESODORANTE BARRA OLD SPICE PROTEÇÃO ÉPICA LENHA 50G;R$23,09;R$25,65;https://www.ultrafarma.com.br/desodorante-barra-old-spice-protecao-epica-lenha-50g;7506339390216
DESODORANTE ROLL ON MONANGE FEMININO SEM PERFUME 60ML;R$6,66;R$7,40;https://www.ultrafarma.com.br/desodorante-roll-on-monange-feminino-sem-perfume-com-60ml;7891350034578
DESODORANTE GILLETTE ANTITRANSPIRANTE CLEAR GEL CLINICAL PRESSURE DEFENSE 45G;R$22,35;R$24,83;https://www.ultrafarma.com.br/desodorante-gillette-clear-gel-clinical-pressure-defense-com-45g;7500435011150
DESODORANTE ROLL ON NIVEA FEMININO INVISIBLE BLACK AND WHITE FRESH 50ML;R$6,90;R$8,12;https://www.ultrafarma.com.br/desodorante-roll-on-nivea-feminino-invisible-black-and-white-fresh-50ml;4005900431943
DESODORANTE ROLL ON BONI NATURAL COCO E MAGNÉSIO 55ML;R$28,16;R$31,29;https://www.ultrafarma.com.br/desodorante-roll-on-boni-natural-coco-e-magnesio-55ml;7895454816900
DESODORANTE SPRAY AVANCO ACTION 85ML;R$6,83;R$7,59;https://www.ultrafarma.com.br/desodorante-spray-avanco-action-com-85ml;7891350033656
HIDRATANTE DESODORANTE PAIXÃO IRRESISTÍVEL FLOR DE LIS 200ML;R$11,03;R$12,98;https://www.ultrafarma.com.br/hidratante-desodorante-paixao-irresistivel-flor-de-lis-200ml;7896235354130
DESODORANTE COLÔNIA BEM-ME-QUER FEMININA COLEÇÃO ZODÍACO SAGITÁRIO JEQUITI 25ML;R$16,31;R$19,90;https://www.ultrafarma.com.br/desodorante-colonia-bem-me-quer-feminina-colecao-zodiaco-sagitario-jequiti-25ml;7899952313756
DESODORANTE COLÔNIA MÔNICA JEQUITI 25ML;R$24,51;R$29,90;https://www.ultrafarma.com.br/desodorante-colonia-monica-jequiti-25ml;7899952315569
DESODORANTE COLÔNIA BEM-ME-QUER COM MAGIA FEMININA JEQUITI 25ML;R$20,41;R$24,90;https://www.ultrafarma.com.br/desodorante-colonia-bem-me-quer-com-magia-feminina-jequiti-25ml;7899601738411
DESODORANTE SPRAY TABU SEGREDOS 90ML;R$5,76;R$8,23;https://www.ultrafarma.com.br/desodorante-spray-tabu-segredos-90ml;7896049508248
DESODORANTE SPRAY TABU ROMANCE 90ML;R$5,76;R$8,23;https://www.ultrafarma.com.br/desodorante-spray-tabu-romance-90ml;7896049508231
DESODORANTE COLÔNIA CARLINHOS MAIA FEMININA JEQUITI 25ML;R$26,97;R$32,90;https://www.ultrafarma.com.br/desodorante-colonia-carlinhos-maia-feminino-jequiti-25ml;7899952317273
DESODORANTE COLÔNIA LUCCO MASCULINO JEQUITI 25ML;R$26,97;R$32,90;https://www.ultrafarma.com.br/desodorante-colonia-lucco-masculino-jequiti-25ml;7899601714682
DESODORANTE COLÔNIA MALTE MASCULINO JEQUITI 25ML;R$24,51;R$29,90;https://www.ultrafarma.com.br/desodorante-colonia-malte-masculino-jequiti-25ml;7899601704546
DESODORANTE COLÔNIA PORTIOLLI GOLD MASCULINO JEQUITI 25ML;R$26,97;R$32,90;https://www.ultrafarma.com.br/desodorante-colonia-portiolli-gold-masculino-jequiti-25ml;7899601707318
DESODORANTE COLÔNIA PATRICIA ABRAVANEL FEMININA JEQUITI 25ML;R$26,97;R$32,90;https://www.ultrafarma.com.br/desodorante-colonia-patricia-abravanel-feminina-jequiti-25ml;7899952316467
DESODORANTE COLÔNIA ELIANA CRISTAL FEMININO JEQUITI 25ML;R$26,97;R$32,90;https://www.ultrafarma.com.br/desodorante-colonia-eliana-cristal-feminino-jequiti-25ml;7899601766490
DESODORANTE COLÔNIA BEM-ME-QUER FEMININA COLEÇÃO ZODÍACO AQUÁRIO JEQUITI 25ML;R$16,31;R$19,90;https://www.ultrafarma.com.br/desodorante-colonia-bem-me-quer-feminina-colecao-zodiaco-aquario-jequiti-25ml;7899952313770
DESODORANTE COLÔNIA BEM-ME-QUER FEMININA COLEÇÃO ZODÍACO PEIXES JEQUITI 25ML;R$16,31;R$19,90;https://www.ultrafarma.com.br/desodorante-colonia-bem-me-quer-feminina-colecao-zodiaco-peixes-jequiti-25ml;7899952313787
TALCO DESODORANTE PRAPÉ TÊNIS CÂNFORA PÓ 100G;R$9,90;R$14,43;https://www.ultrafarma.com.br/talco-desodorante-prape-tenis-canfora-po-100g;7894164005666
DESODORANTE COLÔNIA GRÊMIO MASCULINO JEQUITI 25ML;R$16,31;R$19,90;https://www.ultrafarma.com.br/desodorante-colonia-gremio-masculino-jequiti-25ml;7899952308189
DESODORANTE COLÔNIA VASCO DA GAMA MASCULINO JEQUITI 25ML;R$16,31;R$19,90;https://www.ultrafarma.com.br/desodorante-colonia-vasco-da-gama-masculino-jequiti-25ml;7899952308042
DESODORANTE COLÔNIA BEM-ME-QUER FEMININA COLEÇÃO ZODÍACO CÂNCER JEQUITI 25ML;R$16,31;R$19,90;https://www.ultrafarma.com.br/desodorante-colonia-bem-me-quer-feminina-colecao-zodiaco-cancer-jequiti-25ml;7899952313695
DESODORANTE COLÔNIA SÃO PAULO MASCULINO JEQUITI 25ML;R$16,31;R$19,90;https://www.ultrafarma.com.br/desodorante-colonia-sao-paulo-masculino-jequiti-25ml;7899952307151
DESODORANTE COLÔNIA BEM-ME-QUER FEMININA ESCORPIÃO JEQUITI 25ML;R$16,31;R$19,90;https://www.ultrafarma.com.br/desodorante-colonia-bem-me-quer-feminina-escorpiao-jequiti-25ml;7899952313749
DESODORANTE COLÔNIA BOTAFOGO MASCULINO JEQUITI 25ML;R$16,31;R$19,90;https://www.ultrafarma.com.br/desodorante-colonia-botafogo-masculino-jequiti-25ml;7899952308066
DESODORANTE COLÔNIA INTERNACIONAL SC MASCULINA JEQUITI 25ML;R$16,31;R$19,90;https://www.ultrafarma.com.br/desodorante-colonia-internacional-sc-masculina-jequiti-25ml;7899952308196
DESODORANTE COLÔNIA CARLINHOS MAIA MASCULINO JEQUITI 25ML;R$26,97;R$32,90;https://www.ultrafarma.com.br/desodorante-colonia-carlinhos-maia-masculino-jequiti-25ml;7899952317303
DESODORANTE COLÔNIA FLUMINENSE FC MASCULINO JEQUITI 25ML;R$16,31;R$19,90;https://www.ultrafarma.com.br/desodorante-colonia-fluminense-fc-masculino-jequiti-25ml;7899952308059
DESODORANTE COLÔNIA ATLÉTICO MASCULINO JEQUITI 25ML;R$16,31;R$19,90;https://www.ultrafarma.com.br/desodorante-colonia-atletico-masculino-jequiti-25ml;7899952308172
DESODORANTE COLÔNIA CEBOLINHA JEQUITI 25ML;R$24,51;R$29,90;https://www.ultrafarma.com.br/desodorante-colonia-cebolinha-jequiti-25ml;7899952315552
DESODORANTE COLÔNIA SANTOS MASCULINO JEQUITI 25ML;R$16,31;R$19,90;https://www.ultrafarma.com.br/desodorante-colonia-santos-masculino-jequiti-25ml;7899952308073
DESODORANTE COLÔNIA BEM-ME-QUER FEMININA CAPRICÓRNIO JEQUITI 25ML;R$16,31;R$19,90;https://www.ultrafarma.com.br/desodorante-colonia-bem-me-quer-feminina-capricornio-jequiti-25ml;7899952313763
DESODORANTE COLÔNIA CRUZEIRO EC MASCULINO JEQUITI 25ML;R$16,31;R$19,90;https://www.ultrafarma.com.br/desodorante-colonia-cruzeiro-ec-masculino-jequiti-25ml;7899952308202
DESODORANTE SPRAY TRÈS MARCHAND OCEAN 100ML;R$7,18;R$7,98;https://www.ultrafarma.com.br/desodorante-spray-tres-marchand-ocean-com-100ml;7891350033687
DESODORANTE AEROSSOL VICHY ANTITRANSPIRANTE 48 HORAS 125ML;R$82,62;R$91,80;https://www.ultrafarma.com.br/desodorante-aerosol-vichy-antitranspirante-48-horas-125ml;3337871310592
DESODORANTE PARA OS PÉS  MAX FRESH ULTRA REFRESCÂNCIA 150ML;R$17,35;R$23,13;https://www.ultrafarma.com.br/desodorante-para-os-pes-max-fresh-ultra-refrescancia-com-150ml;7897698779027
HIDRATANTE DESODORANTE PAIXÃO TENTADORA 200ML;R$7,76;R$8,62;https://www.ultrafarma.com.br/hidratante-desodorante-paixao-tentadora-200ml;78922686
DESODORANTE CREME DAP SEM PERFUME 15G;R$4,09;R$4,54;https://www.ultrafarma.com.br/desodorante-creme-median-dap-sem-perfume-com-15g;7896092001741
TALCO DESODORANTE PRAPÉ TÊNIS CÂNFORA PÓ 100G - 02 UNIDADES COMPRE MAIS PAGUE MENOS;R$13,95;R$28,86;https://www.ultrafarma.com.br/talco-desodorante-prape-tenis-canfora-po-100g-02-unidades;
TALCO DESODORANTE PRAPÉ TÊNIS ALECRIM PÓ 100G;R$6,59;R$28,92;https://www.ultrafarma.com.br/talco-desodorante-prape-tenis-alecrim-po-100g;7894164005673
LOÇÃO HIDRATANTE DESODORANTE PHYTOERVAS VERBENA 200ML;R$18,80;R$20,89;https://www.ultrafarma.com.br/locao-hidratante-phytoervas-verbena-200ml;7896044995609
HIDRATANTE DESODORANTE MONANGE EXTRATO DE OLIVA 400ML;R$11,56;R$12,85;https://www.ultrafarma.com.br/hidratante-desodorante-monange-extrato-de-oliva-400ml;7898919412303
HIDRATANTE DESODORANTE MONANGE FRUTAS VERMELHAS 400ML;R$11,55;R$12,84;https://www.ultrafarma.com.br/hidratante-desodorante-monange-frutas-vermelhas-400ml;7898919412297
HIDRATANTE DESODORANTE MONANGE LEITE DE AMÊNDOAS 200ML;R$9,79;R$10,88;https://www.ultrafarma.com.br/hidratante-desodorante-monange-leite-de-amendoas-200ml;7898919412389
HIDRATANTE DESODORANTE PAIXÃO FLOR DE LÓTUS COM BLUEBERRY 200ML;R$11,80;R$13,11;https://www.ultrafarma.com.br/hidratante-desodorante-paixao-flor-de-lotus-com-blueberry-200ml;7898919411429
ÓLEO CORPORAL PAIXÃO IRRESISTÍVEL FLOR DE LIS COM AÇÃO DESODORANTE 100ML;R$11,83;R$13,14;https://www.ultrafarma.com.br/oleo-corporal-paixao-irresistivel-flor-de-lis-com-acao-desodorante-100ml;7896235354024
ÓLEO CORPORAL PAIXÃO ROMÂNTICA COM AÇÃO DESODORANTE 200ML;R$20,98;R$23,31;https://www.ultrafarma.com.br/oleo-para-banho-paixao-romantica-com-200ml;78925632
VODOL PREVENT CREME HIDRATANTE 120G;R$19,18;R$27,39;https://www.ultrafarma.com.br/vodol-prevent-creme-hidratante-com-120g;7896006207245
ÓLEO CORPORAL PAIXÃO FLOR BAUNILHA COM AÇÃO DESODORANTE 100ML;R$11,83;R$13,14;https://www.ultrafarma.com.br/oleo-corporal-paixao-flor-baunilha-com-acao-desodorante-100ml;7896235354048
ÓLEO CORPORAL PAIXÃO FRAMBOESA NEGRA COM AÇÃO DESODORANTE 100ML;R$11,83;R$13,14;https://www.ultrafarma.com.br/oleo-corporal-paixao-framboesa-negra-com-acao-desodorante-100ml;7896235354031
CREME RACHADURA DOS PÉS HIDRATOUCH AÇÃO DESODORANTE 150G;R$9,99;R$11,93;https://www.ultrafarma.com.br/creme-rachadura-dos-pes-hidratouch-acao-desodorante-150g;7896279103121
